Token,Symbol Details,Exchange Instrument Type,Minimum Lot Size,Tick Size,ISIN,Trading Session,Last Update Date,Expiry Date,Symbol Ticker,Exchange,Segment,Scrip Code,Underlying Symbol,Underlying Scrip Code,Strike Price,Option Type
1.21E+16,BANKEX 24 Oct 28 54800 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT54800CE,12,11,1105929,BANKEX,12,54800,CE
1.21E+16,BANKEX 24 Oct 28 61600 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61600PE,12,11,1105931,BANKEX,12,61600,PE
1.21E+16,BANKEX 24 Oct 28 60100 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60100PE,12,11,1105932,BANKEX,12,60100,PE
1.21E+16,BANKEX 24 Oct 28 58800 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58800PE,12,11,1105939,BANKEX,12,58800,PE
1.21E+16,BANKEX 24 Oct 28 57300 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57300PE,12,11,1105942,BANKEX,12,57300,PE
1.21E+16,BANKEX 24 Oct 28 61900 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61900CE,12,11,1105945,BANKEX,12,61900,CE
1.21E+16,BANKEX 24 Oct 28 60400 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60400CE,12,11,1105947,BANKEX,12,60400,CE
1.21E+16,BANKEX 24 Oct 28 57600 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57600CE,12,11,1105952,BANKEX,12,57600,CE
1.21E+16,BANKEX 24 Oct 28 59300 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59300CE,12,11,1105960,BANKEX,12,59300,CE
1.21E+16,BANKEX 24 Oct 28 55600 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55600CE,12,11,1105969,BANKEX,12,55600,CE
1.21E+16,BANKEX 24 Oct 28 60700 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60700PE,12,11,1105970,BANKEX,12,60700,PE
1.21E+16,BANKEX 24 Oct 28 62400 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62400PE,12,11,1105973,BANKEX,12,62400,PE
1.21E+16,BANKEX 24 Oct 28 57900 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57900PE,12,11,1105978,BANKEX,12,57900,PE
1.21E+16,BANKEX 24 Oct 28 59600 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59600PE,12,11,1105985,BANKEX,12,59600,PE
1.21E+16,BANKEX 24 Oct 28 58100 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58100PE,12,11,1105990,BANKEX,12,58100,PE
1.21E+16,BANKEX 24 Oct 28 62700 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62700CE,12,11,1105996,BANKEX,12,62700,CE
1.21E+16,BANKEX 24 Oct 28 61200 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61200CE,12,11,1105997,BANKEX,12,61200,CE
1.21E+16,BANKEX 24 Oct 28 55900 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55900PE,12,11,1106003,BANKEX,12,55900,PE
1.21E+16,BANKEX 24 Oct 28 59900 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59900CE,12,11,1106008,BANKEX,12,59900,CE
1.21E+16,BANKEX 24 Oct 28 58400 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58400CE,12,11,1106009,BANKEX,12,58400,CE
1.21E+16,BANKEX 24 Oct 28 54700 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT54700CE,12,11,1106020,BANKEX,12,54700,CE
1.21E+16,BANKEX 24 Oct 28 57900 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57900CE,12,11,1106023,BANKEX,12,57900,CE
1.21E+16,BANKEX 24 Oct 28 56400 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56400CE,12,11,1106026,BANKEX,12,56400,CE
1.21E+16,BANKEX 24 Oct 28 61500 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61500PE,12,11,1106027,BANKEX,12,61500,PE
1.21E+16,BANKEX 24 Oct 28 60000 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60000PE,12,11,1106029,BANKEX,12,60000,PE
1.21E+16,BANKEX 24 Oct 28 58700 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58700PE,12,11,1106034,BANKEX,12,58700,PE
1.21E+16,BANKEX 24 Oct 28 62000 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62000CE,12,11,1106044,BANKEX,12,62000,CE
1.21E+16,BANKEX 24 Oct 28 56700 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56700PE,12,11,1106052,BANKEX,12,56700,PE
1.21E+16,BANKEX 24 Oct 28 55200 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55200PE,12,11,1106055,BANKEX,12,55200,PE
1.21E+16,BANKEX 24 Oct 28 59200 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59200CE,12,11,1106059,BANKEX,12,59200,CE
1.21E+16,BANKEX 24 Oct 28 55500 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55500CE,12,11,1106070,BANKEX,12,55500,CE
1.21E+16,BANKEX 24 Oct 28 58700 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58700CE,12,11,1106076,BANKEX,12,58700,CE
1.21E+16,BANKEX 24 Oct 28 57200 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57200CE,12,11,1106078,BANKEX,12,57200,CE
1.21E+16,BANKEX 24 Oct 28 62300 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62300PE,12,11,1106080,BANKEX,12,62300,PE
1.21E+16,BANKEX 24 Oct 28 59500 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59500PE,12,11,1106085,BANKEX,12,59500,PE
1.21E+16,BANKEX 24 Oct 28 55800 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55800PE,12,11,1106096,BANKEX,12,55800,PE
1.21E+16,BANKEX 24 Oct 28 57500 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57500PE,12,11,1106107,BANKEX,12,57500,PE
1.21E+16,BANKEX 24 Oct 28 56000 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56000PE,12,11,1106111,BANKEX,12,56000,PE
1.21E+16,BANKEX 24 Oct 28 60600 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60600CE,12,11,1106117,BANKEX,12,60600,CE
1.21E+16,BANKEX 24 Oct 28 57800 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57800CE,12,11,1106125,BANKEX,12,57800,CE
1.21E+16,BANKEX 24 Oct 28 56300 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56300CE,12,11,1106126,BANKEX,12,56300,CE
1.21E+16,BANKEX 24 Oct 28 59500 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59500CE,12,11,1106130,BANKEX,12,59500,CE
1.21E+16,BANKEX 24 Oct 28 58000 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58000CE,12,11,1106131,BANKEX,12,58000,CE
1.21E+16,BANKEX 24 Oct 28 55800 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55800CE,12,11,1106140,BANKEX,12,55800,CE
1.21E+16,BANKEX 24 Oct 28 60900 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60900PE,12,11,1106141,BANKEX,12,60900,PE
1.21E+16,BANKEX 24 Oct 28 56600 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56600PE,12,11,1106157,BANKEX,12,56600,PE
1.21E+16,BANKEX 24 Oct 28 59800 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59800PE,12,11,1106162,BANKEX,12,59800,PE
1.21E+16,BANKEX 24 Oct 28 58300 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58300PE,12,11,1106164,BANKEX,12,58300,PE
1.21E+16,BANKEX 24 Oct 28 61400 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61400CE,12,11,1106169,BANKEX,12,61400,CE
1.21E+16,BANKEX 24 Oct 28 58600 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58600CE,12,11,1106172,BANKEX,12,58600,CE
1.21E+16,BANKEX 24 Oct 28 57100 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57100CE,12,11,1106174,BANKEX,12,57100,CE
1.21E+16,BANKEX 24 Oct 28 54900 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT54900CE,12,11,1106187,BANKEX,12,54900,CE
1.21E+16,BANKEX 24 Oct 28 56600 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56600CE,12,11,1106192,BANKEX,12,56600,CE
1.21E+16,BANKEX 24 Oct 28 61700 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61700PE,12,11,1106193,BANKEX,12,61700,PE
1.21E+16,BANKEX 24 Oct 28 55100 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55100CE,12,11,1106196,BANKEX,12,55100,CE
1.21E+16,BANKEX 24 Oct 28 60200 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60200PE,12,11,1106198,BANKEX,12,60200,PE
1.21E+16,BANKEX 24 Oct 28 58900 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58900PE,12,11,1106202,BANKEX,12,58900,PE
1.21E+16,BANKEX 24 Oct 28 57400 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57400PE,12,11,1106205,BANKEX,12,57400,PE
1.21E+16,BANKEX 24 Oct 28 60500 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60500CE,12,11,1106213,BANKEX,12,60500,CE
1.21E+16,BANKEX 24 Oct 28 59100 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59100PE,12,11,1106218,BANKEX,12,59100,PE
1.21E+16,BANKEX 24 Oct 28 62200 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62200CE,12,11,1106221,BANKEX,12,62200,CE
1.21E+16,BANKEX 24 Oct 28 56900 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56900PE,12,11,1106229,BANKEX,12,56900,PE
1.21E+16,BANKEX 24 Oct 28 55400 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55400PE,12,11,1106230,BANKEX,12,55400,PE
1.21E+16,BANKEX 24 Oct 28 59400 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59400CE,12,11,1106234,BANKEX,12,59400,CE
1.21E+16,BANKEX 24 Oct 28 55700 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55700CE,12,11,1106242,BANKEX,12,55700,CE
1.21E+16,BANKEX 24 Oct 28 57400 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57400CE,12,11,1106248,BANKEX,12,57400,CE
1.21E+16,BANKEX 24 Oct 28 62500 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62500PE,12,11,1106249,BANKEX,12,62500,PE
1.21E+16,BANKEX 24 Oct 28 61000 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61000PE,12,11,1106251,BANKEX,12,61000,PE
1.21E+16,BANKEX 24 Oct 28 59700 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59700PE,12,11,1106259,BANKEX,12,59700,PE
1.21E+16,BANKEX 24 Oct 28 58200 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58200PE,12,11,1106260,BANKEX,12,58200,PE
1.21E+16,BANKEX 24 Oct 28 61300 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61300CE,12,11,1106265,BANKEX,12,61300,CE
1.21E+16,BANKEX 24 Oct 28 57700 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57700PE,12,11,1106283,BANKEX,12,57700,PE
1.21E+16,BANKEX 24 Oct 28 56200 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56200PE,12,11,1106287,BANKEX,12,56200,PE
1.21E+16,BANKEX 24 Oct 28 60800 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60800CE,12,11,1106293,BANKEX,12,60800,CE
1.21E+16,BANKEX 24 Oct 28 56500 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56500CE,12,11,1106300,BANKEX,12,56500,CE
1.21E+16,BANKEX 24 Oct 28 55000 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55000CE,12,11,1106302,BANKEX,12,55000,CE
1.21E+16,BANKEX 24 Oct 28 58200 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58200CE,12,11,1106309,BANKEX,12,58200,CE
1.21E+16,BANKEX 24 Oct 28 59000 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59000PE,12,11,1106321,BANKEX,12,59000,PE
1.21E+16,BANKEX 24 Oct 28 62100 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62100CE,12,11,1106324,BANKEX,12,62100,CE
1.21E+16,BANKEX 24 Oct 28 56800 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56800PE,12,11,1106332,BANKEX,12,56800,PE
1.21E+16,BANKEX 24 Oct 28 55300 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55300PE,12,11,1106333,BANKEX,12,55300,PE
1.21E+16,BANKEX 24 Oct 28 58500 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58500PE,12,11,1106340,BANKEX,12,58500,PE
1.21E+16,BANKEX 24 Oct 28 57000 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57000PE,12,11,1106342,BANKEX,12,57000,PE
1.21E+16,BANKEX 24 Oct 28 61600 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61600CE,12,11,1106343,BANKEX,12,61600,CE
1.21E+16,BANKEX 24 Oct 28 60100 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60100CE,12,11,1106344,BANKEX,12,60100,CE
1.21E+16,BANKEX 24 Oct 28 54800 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT54800PE,12,11,1106351,BANKEX,12,54800,PE
1.21E+16,BANKEX 24 Oct 28 58800 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58800CE,12,11,1106355,BANKEX,12,58800,CE
1.21E+16,BANKEX 24 Oct 28 57300 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57300CE,12,11,1106357,BANKEX,12,57300,CE
1.21E+16,BANKEX 24 Oct 28 59000 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59000CE,12,11,1106362,BANKEX,12,59000,CE
1.21E+16,BANKEX 24 Oct 28 61900 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61900PE,12,11,1106370,BANKEX,12,61900,PE
1.21E+16,BANKEX 24 Oct 28 55300 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55300CE,12,11,1106372,BANKEX,12,55300,CE
1.21E+16,BANKEX 24 Oct 28 60400 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60400PE,12,11,1106373,BANKEX,12,60400,PE
1.21E+16,BANKEX 24 Oct 28 57600 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57600PE,12,11,1106389,BANKEX,12,57600,PE
1.21E+16,BANKEX 24 Oct 28 56100 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56100PE,12,11,1106390,BANKEX,12,56100,PE
1.21E+16,BANKEX 24 Oct 28 60700 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60700CE,12,11,1106393,BANKEX,12,60700,CE
1.21E+16,BANKEX 24 Oct 28 59300 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59300PE,12,11,1106396,BANKEX,12,59300,PE
1.21E+16,BANKEX 24 Oct 28 62400 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62400CE,12,11,1106405,BANKEX,12,62400,CE
1.21E+16,BANKEX 24 Oct 28 55600 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55600PE,12,11,1106409,BANKEX,12,55600,PE
1.21E+16,BANKEX 24 Oct 28 59600 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59600CE,12,11,1106413,BANKEX,12,59600,CE
1.21E+16,BANKEX 24 Oct 28 58100 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58100CE,12,11,1106414,BANKEX,12,58100,CE
1.21E+16,BANKEX 24 Oct 28 55900 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55900CE,12,11,1106420,BANKEX,12,55900,CE
1.21E+16,BANKEX 24 Oct 28 62700 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62700PE,12,11,1106429,BANKEX,12,62700,PE
1.21E+16,BANKEX 24 Oct 28 56100 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56100CE,12,11,1106430,BANKEX,12,56100,CE
1.21E+16,BANKEX 24 Oct 28 61200 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61200PE,12,11,1106432,BANKEX,12,61200,PE
1.21E+16,BANKEX 24 Oct 28 59900 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59900PE,12,11,1106437,BANKEX,12,59900,PE
1.21E+16,BANKEX 24 Oct 28 58400 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT58400PE,12,11,1106439,BANKEX,12,58400,PE
1.21E+16,BANKEX 24 Oct 28 61500 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61500CE,12,11,1106443,BANKEX,12,61500,CE
1.21E+16,BANKEX 24 Oct 28 60000 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60000CE,12,11,1106445,BANKEX,12,60000,CE
1.21E+16,BANKEX 24 Oct 28 54700 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT54700PE,12,11,1106451,BANKEX,12,54700,PE
1.21E+16,BANKEX 24 Oct 28 56400 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56400PE,12,11,1106457,BANKEX,12,56400,PE
1.21E+16,BANKEX 24 Oct 28 56700 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56700CE,12,11,1106467,BANKEX,12,56700,CE
1.21E+16,BANKEX 24 Oct 28 61800 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61800PE,12,11,1106468,BANKEX,12,61800,PE
1.21E+16,BANKEX 24 Oct 28 55200 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55200CE,12,11,1106469,BANKEX,12,55200,CE
1.21E+16,BANKEX 24 Oct 28 60300 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60300PE,12,11,1106472,BANKEX,12,60300,PE
1.21E+16,BANKEX 24 Oct 28 62000 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62000PE,12,11,1106478,BANKEX,12,62000,PE
1.21E+16,BANKEX 24 Oct 28 59200 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT59200PE,12,11,1106486,BANKEX,12,59200,PE
1.21E+16,BANKEX 24 Oct 28 62300 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62300CE,12,11,1106493,BANKEX,12,62300,CE
1.21E+16,BANKEX 24 Oct 28 55500 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT55500PE,12,11,1106499,BANKEX,12,55500,PE
1.21E+16,BANKEX 24 Oct 28 57200 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57200PE,12,11,1106507,BANKEX,12,57200,PE
1.21E+16,BANKEX 24 Oct 28 61800 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61800CE,12,11,1106508,BANKEX,12,61800,CE
1.21E+16,BANKEX 24 Oct 28 60300 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60300CE,12,11,1106513,BANKEX,12,60300,CE
1.21E+16,BANKEX 24 Oct 28 57500 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT57500CE,12,11,1106520,BANKEX,12,57500,CE
1.21E+16,BANKEX 24 Oct 28 62600 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT62600PE,12,11,1106521,BANKEX,12,62600,PE
1.21E+16,BANKEX 24 Oct 28 56000 CE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT56000CE,12,11,1106522,BANKEX,12,56000,CE
1.21E+16,BANKEX 24 Oct 28 61100 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT61100PE,12,11,1106525,BANKEX,12,61100,PE
1.21E+16,BANKEX 24 Oct 28 60600 PE,14,15,0.05,,0915-1530|1815-1915:,25-10-2024,1730109600,BSE:BANKEX24OCT60600PE,12,11,1106535,BANKEX,12,60600,PE
